1242,EDSB,LRBC,PAY2,---T--S,17:17,20:38
1243,EDSB,ETNN,B738,MT--F--,20:36,20:54
1244,EDTL,LIMH,C500,-TW--SS,21:46,22:21
1245,EDTL,LPMA,B733,----F--,17:19,20:42
1246,EDVE,LTAZ,PA34,-T--FS-,21:27,07:20
1247,EDVE,EBFS,C500,---TFS-,22:08,23:09
1248,EDVE,LOWZ,B733,-TW--S-,19:17,20:00
1249,EDVK,EDDE,B738,---TF-S,20:25,20:33
1250,EDVK,LIMT,B733,MTW---S,19:22,20:20
1251,EDVK,LEAB,PA34,MTWT-SS,18:44,01:32
1252,EDVK,ENNA,B738,M--TF--,17:33,20:17
1253,EDVK,LTBY,B738,-T-----,22:55,01:28
1254,EDVK,ENGM,A320,--W-F--,21:19,22:34
1255,EDXW,LPLA,A320,--W--SS,23:38,03:44
1256,EDXW,LIRS,PA34,MT----S,22:27,04:07
1257,EDXW,LPOV,B733,-TWT--S,18:59,21:29
1258,EDXW,ENMH,PA34,-T-TF--,18:25,02:50
1259,EDXW,LPBJ,PA34,----F--,21:53,07:10
1260,ETAD,EPPO,PA34,------S,21:28,00:36
1261,ETAD,EGUW,B738,--W--SS,18:48,19:22
1262,ETAD,LFMP,C500,------S,19:28,21:18
1263,ETAD,ESNG,A320,M-WT-SS,23:09,01:48
1264,ETAD,EBDT,PAY2,--W----,22:29,22:51
1265,ETAD,LJMB,C500,M----S-,17:46,19:26
1266,ETAR,EIDW,B738,---T---,23:20,00:37
1267,ETAR,LFKF,B733,------S,22:44,23:51
1268,ETAR,EDDP,B733,-T---SS,18:14,18:43
1269,ETAR,EDDF,PA34,---T--S,20:48,21:12
1270,ETEB,ETHA,C500,M------,19:56,20:17
1271,ETEB,LTAJ,B733,--WT-SS,21:25,00:37
1272,ETEB,LGIR,PAY2,-TW--S-,19:17,23:52
1273,ETHA,EFKE,B738,----F--,22:19,00:57
1274,ETHA,ETEB,PAY2,----F--,23:25,23:48
1275,ETHA,EHAM,C500,------S,20:24,21:49
1276,ETHA,EKRN,C500,MT--F--,21:11,23:00
1277,ETHA,LEAO,C500,M------,18:40,21:59
1278,ETHB,ENFB,B733,M---FS-,20:40,21:44
1279,ETHB,LTAJ,PA34,M--TF--,23:24,11:00
1280,ETHC,ENAT,B738,----F--,22:39,01:10
1281,ETHC,EDDB,PAY2,M---F--,17:42,18:15
1282,ETHC,LTBS,A320,MTWT---,19:45,22:41
1283,ETHC,LOAN,B738,-T-T--S,21:44,22:34
1284,ETHE,LRSV,B733,------S,21:23,23:12
1285,ETHE,LIMZ,B738,-TW-FSS,20:35,21:38
1286,ETHE,LPMT,A320,M--TFSS,18:05,20:37
1287,ETHE,LGKC,B733,M------,19:38,22:20
1288,ETHF,LIEE,A320,M---FS-,17:54,19:35
1289,ETHF,ETSB,B733,MT-----,18:40,18:54
1290,ETHF,EPKT,C500,MTW--S-,19:19,20:48
1291,ETHL,LEJR,A320,--W--S-,21:05,23:25
1292,ETHL,EDDK,B733,MT----S,17:26,17:52
1293,ETHN,EGJA,PA34,-----S-,18:30,22:09
1294,ETHN,ENSK,A320,M---F--,23:41,02:27
1295,ETHN,EGHH,PA34,-T--FSS,17:29,21:02
1296,ETHN,LIRF,B733,-----SS,22:01,23:05
1297,ETHN,LFLS,PA34,MT--F--,20:30,22:51
1298,ETHN,ESNQ,PAY2,-T-----,19:36,00:36
1299,ETHS,LKKV,PAY2,-----S-,19:50,20:40
1300,ETHS,ESSB,C500,MT-TFS-,22:51,00:42
1301,ETHS,ENNA,PAY2,----F--,20:34,01:23
1302,ETHS,ETSH,B733,---TFS-,17:03,17:21
1303,ETHS,LRCV,PA34,-----S-,23:46,05:31
1304,ETIC,LGSR,B738,M-W----,21:23,23:38
1305,ETIC,LSME,PAY2,M-WT--S,17:11,18:06
1306,ETIC,LXGB,C500,-T-T-S-,20:42,01:08
1307,ETIC,ENKB,PA34,M-W-FSS,19:57,02:14
1308,ETIH,LICT,B738,MT--FSS,21:52,23:24
1309,ETIH,EGXS,A320,-T-----,22:59,00:14
1310,ETIH,ENVA,PA34,M---FSS,23:47,06:22
1311,ETIH,EDDG,B738,-TW----,22:23,22:55
1312,ETIH,LIMY,A320,-TWTFSS,18:23,19:11
1313,ETIH,EKEB,PAY2,M-WT--S,20:02,21:45
1314,ETIK,LFBY,PA34,---T--S,19:28,23:58
1315,ETIK,LIPS,C500,--WT--S,20:15,21:12
1316,ETIK,ESNN,PA34,--W--S-,21:24,03:41
1317,ETIK,LDSP,PA34,----F--,18:35,21:54
1318,ETMN,LPMR,PA34,MT----S,19:24,03:51
1319,ETMN,LKCV,PAY2,MT---SS,17:23,18:51
1320,ETMN,EPLL,PAY2,MT-T--S,18:08,19:54
1321,ETNH,LPFL,PA34,M-W--S-,17:53,08:11
1322,ETNH,EFTU,A320,-TWTF--,23:51,01:10
1323,ETNH,LICB,A320,----F--,18:32,21:03
1324,ETNL,ENVH,A320,-TW----,17:54,18:42
1325,ETNL,LFKS,B738,--W--SS,19:16,20:55
1326,ETNN,LTCS,PAY2,----FSS,20:30,03:24
1327,ETNN,LKMT,C500,---T---,17:49,19:35
1328,ETNN,ENSG,B738,----F--,22:23,23:47
1329,ETNN,LROD,B733,---TF--,19:30,20:59
1330,ETNS,LGAD,B738,M-W-F--,20:20,22:50
1331,ETNS,LERI,PA34,-T-TF--,21:23,05:43
1332,ETNT,LEST,C500,MT--F--,21:38,01:15
1333,ETNT,EKRK,B733,M---F-S,20:04,20:31
1334,ETNW,LTBS,C500,---T---,20:41,01:40
1335,ETNW,EKYT,PA34,--W-F-S,21:26,23:34
1336,ETNW,LPFR,B738,MT-T---,22:05,00:46
1337,ETNW,EGXP,PA34,-T--FS-,23:06,01:54
1338,ETNW,LGMK,PAY2,M-WTF-S,17:01,21:53
1339,ETNW,ETNL,PA34,MT-T---,18:41,19:43
1340,ETOU,LFOC,A320,------S,23:11,23:53
1341,ETOU,LBPD,B738,-----S-,19:17,21:11
1342,ETOU,ETIK,PAY2,--W----,23:42,00:04
1343,ETOU,ENOL,C500,M-W-F--,22:07,01:24
1344,ETSA,LIPH,PAY2,-----SS,20:41,21:21
1345,ETSA,ENML,B738,MT-----,22:21,00:22
1346,ETSA,LERI,B733,MTW--S-,23:14,01:06
1347,ETSA,LPAZ,PA34,---T---,23:55,13:06
1348,ETSB,EGPD,B733,MT-T---,19:22,20:36
1349,ETSB,LGBL,C500,----F--,22:32,02:16
1350,ETSH,LEAM,PA34,-T-----,22:19,06:52
1351,ETSH,LELO,B733,-T-T-SS,17:50,19:47
1352,ETSH,EYKA,PA34,MT-TF-S,17:14,20:35
1353,ETSH,LFBA,A320,MT-T--S,20:01,21:38
1354,ETSH,LATI,PAY2,--WT-S-,20:49,23:45
1355,ETSI,EGOW,A320,M-W-F--,20:53,22:21
1356,ETSI,LGKZ,PA34,M--T--S,22:37,03:46
1357,ETSI,ENBR,PAY2,-----S-,23:56,03:06
1358,ETSI,LFBP,B738,MT-TF--,19:13,20:33
1359,ETSI,LHPA,PA34,-T---SS,23:25,01:22
1360,ETSI,LICZ,C500,--WTF--,17:17,20:03
1361,ETSL,LDZA,A320,M-W-FSS,21:45,22:22
1362,ETSL,LEMH,B738,M-W-FSS,23:49,01:07
1363,ETSL,EHGG,PA34,M------,20:59,23:35
1364,ETSN,EFTU,PA34,--W--S-,17:55,00:06
1365,ETSN,LFMU,A320,M-WT---,20:27,21:32
1366,ETSN,LFBH,A320,M-WT-S-,19:57,21:12
1367,ETSN,EGXZ,C500,M-----S,17:13,19:31
1368,ETWM,ESNG,C500,MT----S,19:17,23:05
1369,ETWM,LGSK,C500,MT--F--,22:57,03:09
1370,EEKA,EPLB,B738,MTW-F-S,21:29,22:32
1371,EEKA,LIPO,C500,MT-TFS-,17:51,21:34
1372,EEKA,EFKE,C500,MT---S-,17:10,18:48
1373,EEKA,LIPZ,A320,M-W-F-S,23:55,02:02
1374,EEKA,LOWK,A320,-T-----,19:48,21:42
1375,EEKA,EKTE,PAY2,MT-----,22:48,01:28
1376,EEKE,LFRM,B738,--W----,17:39,19:56
1377,EEKE,LKPD,PA34,-T-TF--,19:53,00:05
1378,EEKE,ENQA,PAY2,--W----,23:18,01:52
1379,EEKE,LEBB,B738,MT--FSS,18:43,21:40
1380,EEKE,LIMT,PAY2,---T-S-,20:27,00:35
1381,EEPU,EDDK,C500,---TFSS,17:55,20:55
1382,EEPU,LIMK,PAY2,MT-----,22:49,03:13
1383,EEPU,LGHI,PA34,MTWTF--,23:51,09:08
1384,EEPU,LIME,A320,----F--,20:56,23:09
1385,EETN,LHPP,B733,---TF--,22:34,00:31
1386,EETN,LRCL,PAY2,--W-FS-,19:05,22:23
1387,EETN,LIVP,A320,-TWTF--,23:15,01:29
1388,EETN,EGPD,PA34,M-WT---,21:56,04:32
1389,EETU,LERT,A320,M------,23:25,03:47
1390,EETU,ENSR,C500,-T-----,18:20,21:09
1391,EETU,LFOA,C500,--W-FSS,20:03,00:26
1392,EETU,LFBY,B733,----F--,22:15,01:23
1393,EETU,EGHI,A320,------S,17:39,20:10
1394,EETU,LDSP,A320,------S,19:11,21:29
1395,EFET,EDDP,B733,-TW-F--,21:01,23:30
1396,EFET,ESNZ,B733,-TW----,23:27,00:20
1397,EFET,LIEO,C500,M----SS,20:07,02:57
1398,EFHA,LTBO,PAY2,-----S-,17:03,23:08
1399,EFHA,LKNA,B733,M-W-FSS,18:46,20:39
1400,EFHA,LIMJ,C500,-T-----,23:34,04:19
1401,EFHA,ENVD,B733,M-W---S,21:53,23:04
1402,EFHA,EKRK,B733,M-W-F--,20:53,22:09
1403,EFHA,LEMG,PAY2,------S,20:20,04:27
1404,EFHF,LHDC,C500,--W--S-,17:20,20:26
1405,EFHF,LIRK,A320,M-----S,19:59,22:44
1406,EFHF,EETN,PAY2,-T-T---,22:07,22:20
1407,EFHK,LGHI,PA34,-T-----,22:48,08:57
1408,EFHK,LIRV,B733,M--T-S-,18:50,21:33
1409,EFHK,LICJ,B733,M-W-F--,20:51,00:06
1410,EFHK,EGPN,C500,--W-FS-,22:16,01:53
1411,EFIV,ESDF,C500,M---F--,17:06,20:21
1412,EFIV,ENRY,PAY2,------S,20:32,23:35
1413,EFJO,LEMG,C500,M-W----,21:39,05:39
1414,EFJO,EGPM,PA34,--WT--S,22:24,05:14
1415,EFJY,LPOV,PA34,MTWT-S-,22:42,12:23
1416,EFJY,EFIV,B738,-T-----,18:55,19:46
1417,EFKA,LCRA,B733,---TF--,18:33,22:37
1418,EFKA,EDDT,B738,MTW-F--,19:12,20:48
1419,EFKA,ETIC,A320,----FSS,21:03,23:09
1420,EFKA,EDFM,PA34,---T---,17:24,00:41
1421,EFKE,ESNU,B738,MT-T---,23:19,23:41
1422,EFKE,LGKO,B733,MT-----,18:45,22:48
1423,EFKE,LIMH,PAY2,M----S-,19:33,01:15
1424,EFKE,LFBL,A320,M--T-S-,22:10,01:32
1425,EFKE,ENQA,PA34,M-W-FSS,17:48,22:43
1426,EFKE,LGKC,A320,M--TF--,17:00,21:13
1427,EFKK,EFMA,C500,--WTF--,20:37,21:33
1428,EFKK,ENSF,PAY2,-----SS,22:27,01:05
1429,EFKK,EGVO,A320,-TW-F-S,21:26,23:58
1430,EFKK,ENHF,C500,M----SS,19:14,20:54
1431,EFKK,LSZL,B733,M-W--SS,17:54,20:35
1432,EFKK,EPGD,B738,MTWT---,23:00,00:19
1433,EFKS,EGXV,A320,--W--S-,17:44,20:26
1434,EFKS,ENRO,B733,------S,19:49,20:59
1435,EFKS,EKHA,B738,-T-----,23:36,01:44
1436,EFKS,EGXC,B738,M--TF--,19:14,21:53
1437,EFKS,EDMO,C500,----F--,22:58,03:50
1438,EFKS,ENRS,B733,---T---,20:42,21:40
1439,EFKT,ENVD,PA34,----F--,23:40,01:02
1440,EFKT,LHDC,A320,M-WTF-S,19:33,22:27
1441,EFKT,EDDB,C500,MT-T--S,23:10,03:05
1442,EFKT,LFLL,B738,-----S-,21:47,01:05
1443,EFKU,EFVA,C500,-TW---S,18:32,19:11
1444,EFKU,LIRZ,B738,MT--F-S,22:21,01:19
1445,EFKU,ENOL,PAY2,----F--,21:15,23:23
1446,EFKU,EGLL,PAY2,M----S-,20:30,01:26
1447,EFKU,LELN,B733,M---FS-,23:32,03:28
1448,EFLP,LQMO,A320,--W----,20:31,23:12
1449,EFLP,ESNK,PA34,-T---S-,21:11,23:37
1450,EFLP,LRAR,A320,--W--SS,19:46,21:58
1451,EFLP,EHDL,A320,M--T-S-,22:36,00:45
1452,EFLP,ESSV,PAY2,M----S-,19:11,20:45
1453,EFMA,EGNT,C500,M----S-,17:41,20:42
1454,EFMA,LTCJ,B738,----F--,22:42,02:14
1455,EFMA,LECO,PA34,M--T---,21:35,08:39
1456,EFMA,ESGR,C500,-----S-,22:05,22:54
1457,EFMI,EKTE,B733,-----SS,18:53,20:42
1458,EFMI,LFSB,B733,--WTF-S,23:26,01:56
1459,EFMI,EDDT,PA34,---TFSS,19:55,01:22
1460,EFOU,EGCN,PA34,------S,23:13,07:18
1461,EFOU,LETL,C500,MT-----,17:17,00:13
1462,EFOU,LFBA,A320,MTW--S-,19:41,23:14
1463,EFOU,EDDW,A320,----FSS,23:52,01:56
1464,EFOU,EGJB,PAY2,M----SS,21:28,03:02
1465,EFPO,LTAU,PA34,--W-F--,23:07,10:18
